gene_id	transcript_id(s)	length	effective_length	expected_count	TPM	FPKM
Potri.019G049000.v4.1	Potri.019G049000.1.v4.1,Potri.019G049000.6.v4.1	1443.20	1274.13	447.00	34.37	26.68
Potri.019G049100.v4.1	Potri.019G049100.1.v4.1,Potri.019G049100.4.v4.1	1188.00	1018.92	6.00	0.58	0.45
Potri.019G049201.v4.1	Potri.019G049201.1.v4.1,Potri.019G049201.2.v4.1	2268.68	2099.61	83.00	3.87	3.01
Potri.019G049300.v4.1	Potri.019G049300.1.v4.1	827.00	657.93	750.00	111.69	86.71
Potri.019G049400.v4.1	Potri.019G049400.1.v4.1,Potri.019G049400.2.v4.1,Potri.019G049400.4.v4.1,Potri.019G049400.7.v4.1	4026.00	3856.92	436.00	11.08	8.60
Potri.019G049500.v4.1	Potri.019G049500.2.v4.1	2774.00	2604.92	1784.00	67.10	52.09
Potri.019G049600.v4.1	Potri.019G049600.2.v4.1	1290.00	1120.92	0.00	0.00	0.00
Potri.019G049700.v4.1	Potri.019G049700.2.v4.1,Potri.019G049700.3.v4.1,Potri.019G049700.4.v4.1,Potri.019G049700.5.v4.1,Potri.019G049700.6.v4.1,Potri.019G049700.7.v4.1,Potri.019G049700.8.v4.1	4405.52	4236.44	786.00	18.18	14.11
Potri.019G049800.v4.1	Potri.019G049800.2.v4.1	2009.00	1839.92	223.00	11.87	9.22
Potri.019G049901.v4.1	Potri.019G049901.1.v4.1	309.00	141.19	0.00	0.00	0.00
Potri.019G050000.v4.1	Potri.019G050000.2.v4.1,Potri.019G050000.4.v4.1	1789.73	1620.65	722.00	43.65	33.88
Potri.019G050100.v4.1	Potri.019G050100.2.v4.1	1941.00	1771.92	217.00	12.00	9.31
Potri.019G050200.v4.1	Potri.019G050200.1.v4.1	1331.00	1161.92	0.00	0.00	0.00
Potri.019G050500.v4.1	Potri.019G050500.1.v4.1,Potri.019G050500.9.v4.1	1624.98	1455.90	683.00	45.96	35.68
Potri.019G050600.v4.1	Potri.019G050600.10.v4.1,Potri.019G050600.4.v4.1	1015.46	846.38	307.00	35.54	27.59
Potri.019G050700.v4.1	Potri.019G050700.1.v4.1	1216.00	1046.92	208.00	19.47	15.11
Potri.019G050900.v4.1	Potri.019G050900.3.v4.1	1412.00	1242.92	6.00	0.47	0.37
Potri.019G050950.v4.1	Potri.019G050950.1.v4.1,Potri.019G050950.2.v4.1	303.00	135.35	27.00	19.54	15.17
Potri.019G051200.v4.1	Potri.019G051200.1.v4.1	1312.00	1142.92	323.00	27.69	21.50
Potri.019G051300.v4.1	Potri.019G051300.1.v4.1	1407.00	1237.92	97.00	7.68	5.96
Potri.019G051400.v4.1	Potri.019G051400.3.v4.1	771.00	601.93	558.00	90.83	70.51
Potri.019G051500.v4.1	Potri.019G051500.1.v4.1,Potri.019G051500.2.v4.1	2068.63	1899.55	953.00	49.15	38.16
Potri.019G051600.v4.1	Potri.019G051600.1.v4.1	2271.00	2101.92	0.00	0.00	0.00
Potri.019G051700.v4.1	Potri.019G051700.1.v4.1,Potri.019G051700.2.v4.1	1612.86	1443.78	693.48	47.06	36.53
Potri.019G051850.v4.1	Potri.019G051850.2.v4.1	354.00	185.45	3.52	1.86	1.44
Potri.019G052000.v4.1	Potri.019G052000.1.v4.1,Potri.019G052000.2.v4.1,Potri.019G052000.3.v4.1,Potri.019G052000.4.v4.1,Potri.019G052000.5.v4.1	4457.80	4288.72	0.00	0.00	0.00
Potri.019G052100.v4.1	Potri.019G052100.1.v4.1,Potri.019G052100.2.v4.1,Potri.019G052100.3.v4.1,Potri.019G052100.4.v4.1,Potri.019G052100.5.v4.1,Potri.019G052100.6.v4.1,Potri.019G052100.7.v4.1	3572.35	3403.28	1058.00	30.46	23.65
Potri.019G052200.v4.1	Potri.019G052200.1.v4.1	1278.00	1108.92	300.00	26.51	20.58
Potri.019G052300.v4.1	Potri.019G052300.1.v4.1	2166.00	1996.92	7.00	0.34	0.27
Potri.019G052400.v4.1	Potri.019G052400.1.v4.1	1270.00	1100.92	239.00	21.27	16.51
Potri.019G052500.v4.1	Potri.019G052500.3.v4.1,Potri.019G052500.5.v4.1	4369.00	4199.92	4.00	0.09	0.07
Potri.019G052650.v4.1	Potri.019G052650.1.v4.1	1845.00	1675.92	706.00	41.27	32.04
Potri.019G052800.v4.1	Potri.019G052800.1.v4.1	1847.00	1677.92	0.00	0.00	0.00
Potri.019G053000.v4.1	Potri.019G053000.1.v4.1	2226.00	2056.92	750.00	35.72	27.73
Potri.019G053100.v4.1	Potri.019G053100.2.v4.1	363.00	194.36	22.00	11.09	8.61
Potri.019G053150.v4.1	Potri.019G053150.1.v4.1	732.00	562.93	0.00	0.00	0.00
Potri.019G053200.v4.1	Potri.019G053200.2.v4.1	2017.00	1847.92	748.00	39.66	30.79
Potri.019G053300.v4.1	Potri.019G053300.1.v4.1	1153.00	983.92	96.00	9.56	7.42
Potri.019G053400.v4.1	Potri.019G053400.2.v4.1	1852.00	1682.92	114.00	6.64	5.15
Potri.019G053500.v4.1	Potri.019G053500.1.v4.1,Potri.019G053500.2.v4.1	554.47	385.43	961.00	244.28	189.64
Potri.019G053600.v4.1	Potri.019G053600.1.v4.1	1572.00	1402.92	2779.00	194.08	150.67
Potri.019G053700.v4.1	Potri.019G053700.1.v4.1	1359.00	1189.92	2929.00	241.17	187.22
Potri.019G053800.v4.1	Potri.019G053800.2.v4.1	888.00	718.92	1184.00	161.36	125.26
Potri.019G053900.v4.1	Potri.019G053900.10.v4.1,Potri.019G053900.11.v4.1,Potri.019G053900.2.v4.1,Potri.019G053900.3.v4.1,Potri.019G053900.4.v4.1,Potri.019G053900.5.v4.1,Potri.019G053900.6.v4.1,Potri.019G053900.7.v4.1,Potri.019G053900.8.v4.1,Potri.019G053900.9.v4.1	2845.00	2675.92	4.00	0.15	0.11
Potri.019G054000.v4.1	Potri.019G054000.1.v4.1	2506.00	2336.92	243.00	10.19	7.91
Potri.019G054200.v4.1	Potri.019G054200.3.v4.1,Potri.019G054200.6.v4.1	2728.34	2559.27	1783.00	68.26	52.99
Potri.019G054300.v4.1	Potri.019G054300.4.v4.1	1920.00	1750.92	877.00	49.07	38.10
Potri.019G054400.v4.1	Potri.019G054400.2.v4.1,Potri.019G054400.4.v4.1,Potri.019G054400.5.v4.1	1409.38	1240.30	497.00	39.26	30.48
Potri.019G054500.v4.1	Potri.019G054500.4.v4.1,Potri.019G054500.5.v4.1,Potri.019G054500.6.v4.1	3136.60	2967.52	1093.00	36.09	28.01
Potri.019G054600.v4.1	Potri.019G054600.1.v4.1,Potri.019G054600.10.v4.1,Potri.019G054600.11.v4.1	4492.28	4323.21	697.00	15.80	12.26
Potri.019G054800.v4.1	Potri.019G054800.1.v4.1	1130.00	960.92	15494.00	1579.78	1226.41
Potri.019G054900.v4.1	Potri.019G054900.1.v4.1	1971.00	1801.92	228.00	12.40	9.62
Potri.019G055000.v4.1	Potri.019G055000.6.v4.1,Potri.019G055000.7.v4.1,Potri.019G055000.8.v4.1	1862.83	1693.75	625.00	36.15	28.07
Potri.019G055100.v4.1	Potri.019G055100.1.v4.1,Potri.019G055100.2.v4.1	1331.00	1161.92	832.00	70.16	54.46
Potri.019G055200.v4.1	Potri.019G055200.2.v4.1	1566.00	1396.92	2697.00	189.16	146.85
Potri.019G055300.v4.1	Potri.019G055300.1.v4.1	842.00	672.92	144.00	20.97	16.28
Potri.019G055500.v4.1	Potri.019G055500.1.v4.1	798.00	628.93	209.00	32.56	25.28
Potri.019G055600.v4.1	Potri.019G055600.1.v4.1	2027.00	1857.92	631.00	33.28	25.83
Potri.019G055701.v4.1	Potri.019G055701.1.v4.1	102.00	0.00	0.00	0.00	0.00
Potri.019G055800.v4.1	Potri.019G055800.1.v4.1,Potri.019G055800.2.v4.1,Potri.019G055800.3.v4.1,Potri.019G055800.4.v4.1	2055.38	1886.30	66.00	3.43	2.66
Potri.019G055900.v4.1	Potri.019G055900.1.v4.1	1179.00	1009.92	140.00	13.58	10.54
Potri.019G056000.v4.1	Potri.019G056000.1.v4.1	535.00	365.95	0.00	0.00	0.00
Potri.019G056200.v4.1	Potri.019G056200.3.v4.1,Potri.019G056200.4.v4.1,Potri.019G056200.5.v4.1	2646.33	2477.25	117.00	4.63	3.59
Potri.019G056300.v4.1	Potri.019G056300.4.v4.1	1637.00	1467.92	457.00	30.50	23.68
Potri.019G056400.v4.1	Potri.019G056400.5.v4.1	1109.00	939.92	693.00	72.24	56.08
Potri.019G056500.v4.1	Potri.019G056500.10.v4.1,Potri.019G056500.11.v4.1,Potri.019G056500.12.v4.1,Potri.019G056500.13.v4.1,Potri.019G056500.14.v4.1,Potri.019G056500.6.v4.1	3036.00	2866.92	68.19	2.33	1.81
Potri.019G056601.v4.1	Potri.019G056601.1.v4.1	231.00	67.95	1.00	1.44	1.12
Potri.019G056700.v4.1	Potri.019G056700.1.v4.1	1990.00	1820.92	898.00	48.32	37.51
Potri.019G056800.v4.1	Potri.019G056800.1.v4.1,Potri.019G056800.3.v4.1	3269.20	3100.12	103.00	3.26	2.53
Potri.019G057000.v4.1	Potri.019G057000.1.v4.1	750.00	580.93	940.00	158.54	123.07
Potri.019G057100.v4.1	Potri.019G057100.1.v4.1	1077.00	907.92	0.00	0.00	0.00
Potri.019G057200.v4.1	Potri.019G057200.1.v4.1	1682.00	1512.92	798.00	51.68	40.12
Potri.019G057300.v4.1	Potri.019G057300.1.v4.1	1055.00	885.92	635.00	70.23	54.52
Potri.019G057400.v4.1	Potri.019G057400.1.v4.1	1075.00	905.92	89.00	9.63	7.47
Potri.019G057500.v4.1	Potri.019G057500.3.v4.1	1636.00	1466.92	40.00	2.67	2.07
Potri.019G057550.v4.1	Potri.019G057550.3.v4.1	435.00	266.04	0.00	0.00	0.00
Potri.019G057625.v4.1	Potri.019G057625.1.v4.1	210.00	50.09	0.00	0.00	0.00
Potri.019G057700.v4.1	Potri.019G057700.2.v4.1	579.00	409.94	89.00	21.27	16.51
Potri.019G057800.v4.1	Potri.019G057800.1.v4.1	971.00	801.92	3796.00	463.78	360.04
Potri.019G057901.v4.1	Potri.019G057901.1.v4.1	1799.00	1629.92	332.00	19.96	15.49
Potri.019G058000.v4.1	Potri.019G058000.1.v4.1	1399.00	1229.92	692.00	55.13	42.79
Potri.019G058200.v4.1	Potri.019G058200.1.v4.1	3206.00	3036.92	6.00	0.19	0.15
Potri.019G058300.v4.1	Potri.019G058300.1.v4.1	1768.00	1598.92	481.00	29.47	22.88
Potri.019G058400.v4.1	Potri.019G058400.2.v4.1	1423.00	1253.92	173.00	13.52	10.49
Potri.019G058600.v4.1	Potri.019G058600.1.v4.1,Potri.019G058600.2.v4.1	3991.54	3822.46	104.00	2.67	2.07
Potri.019G058700.v4.1	Potri.019G058700.2.v4.1,Potri.019G058700.3.v4.1,Potri.019G058700.4.v4.1	1489.88	1320.81	365.00	27.08	21.02
Potri.019G058900.v4.1	Potri.019G058900.1.v4.1	1551.00	1381.92	0.00	0.00	0.00
Potri.019G059000.v4.1	Potri.019G059000.2.v4.1	1205.00	1035.92	14.00	1.32	1.03
Potri.019G059100.v4.1	Potri.019G059100.1.v4.1	2122.00	1952.92	156.00	7.83	6.08
Potri.019G059200.v4.1	Potri.019G059200.1.v4.1	2980.00	2810.92	471.00	16.42	12.74
Potri.019G059300.v4.1	Potri.019G059300.2.v4.1	1861.00	1691.92	3.00	0.17	0.13
Potri.019G059350.v4.1	Potri.019G059350.1.v4.1	983.00	813.92	332.00	39.96	31.03
Potri.019G059400.v4.1	Potri.019G059400.1.v4.1	1821.00	1651.92	308.00	18.27	14.18
Potri.019G059500.v4.1	Potri.019G059500.1.v4.1	180.00	27.48	38.00	135.49	105.18
Potri.019G059550.v4.1	Potri.019G059550.1.v4.1,Potri.019G059550.2.v4.1	2129.00	1959.92	0.00	0.00	0.00
Potri.019G059600.v4.1	Potri.019G059600.1.v4.1	3140.00	2970.92	0.00	0.00	0.00
Potri.019G060000.v4.1	Potri.019G060000.2.v4.1	924.00	754.92	0.00	0.00	0.00
Potri.019G060042.v4.1	Potri.019G060042.1.v4.1	3241.00	3071.92	9.09	0.29	0.22
Potri.019G060084.v4.1	Potri.019G060084.1.v4.1	3285.00	3115.92	2.06	0.06	0.05
Potri.019G060126.v4.1	Potri.019G060126.1.v4.1	924.00	754.92	0.00	0.00	0.00
Potri.019G060168.v4.1	Potri.019G060168.1.v4.1	3138.00	2968.92	0.00	0.00	0.00
Potri.019G060210.v4.1	Potri.019G060210.1.v4.1	932.00	762.92	0.00	0.00	0.00
Potri.019G060252.v4.1	Potri.019G060252.1.v4.1	3066.00	2896.92	0.00	0.00	0.00
Potri.019G060300.v4.1	Potri.019G060300.2.v4.1	906.00	736.92	0.00	0.00	0.00
Potri.019G060400.v4.1	Potri.019G060400.1.v4.1	3212.00	3042.92	16.20	0.52	0.40
Potri.019G060650.v4.1	Potri.019G060650.1.v4.1	2272.00	2102.92	0.00	0.00	0.00
Potri.019G060900.v4.1	Potri.019G060900.1.v4.1,Potri.019G060900.6.v4.1,Potri.019G060900.7.v4.1	5750.11	5581.03	397.00	6.97	5.41
Potri.019G061000.v4.1	Potri.019G061000.2.v4.1	921.00	751.92	0.00	0.00	0.00
Potri.019G061200.v4.1	Potri.019G061200.1.v4.1	1072.00	902.92	84.00	9.11	7.08
Potri.019G061300.v4.1	Potri.019G061300.1.v4.1	2310.00	2140.92	1588.00	72.67	56.42
Potri.019G061400.v4.1	Potri.019G061400.2.v4.1	4379.00	4209.92	1073.00	24.97	19.39
Potri.019G061550.v4.1	Potri.019G061550.1.v4.1,Potri.019G061550.10.v4.1,Potri.019G061550.11.v4.1,Potri.019G061550.2.v4.1,Potri.019G061550.3.v4.1,Potri.019G061550.4.v4.1,Potri.019G061550.5.v4.1,Potri.019G061550.6.v4.1,Potri.019G061550.7.v4.1,Potri.019G061550.8.v4.1,Potri.019G061550.9.v4.1	1737.87	1568.80	2.00	0.12	0.10
Potri.019G061600.v4.1	Potri.019G061600.1.v4.1,Potri.019G061600.2.v4.1	2235.55	2066.47	64.00	3.03	2.36
Potri.019G061700.v4.1	Potri.019G061700.1.v4.1	1211.00	1041.92	55.00	5.17	4.02
Potri.019G061800.v4.1	Potri.019G061800.2.v4.1	696.00	526.93	0.00	0.00	0.00
Potri.019G061900.v4.1	Potri.019G061900.1.v4.1	2068.00	1898.92	0.00	0.00	0.00
Potri.019G062000.v4.1	Potri.019G062000.1.v4.1,Potri.019G062000.2.v4.1	1274.50	1105.42	0.00	0.00	0.00
Potri.019G062100.v4.1	Potri.019G062100.1.v4.1,Potri.019G062100.2.v4.1,Potri.019G062100.4.v4.1,Potri.019G062100.5.v4.1,Potri.019G062100.6.v4.1,Potri.019G062100.7.v4.1,Potri.019G062100.8.v4.1	2187.39	2018.31	212.00	10.29	7.99
Potri.019G062200.v4.1	Potri.019G062200.1.v4.1	2382.00	2212.92	501.00	22.18	17.22
Potri.019G062266.v4.1	Potri.019G062266.1.v4.1	1113.00	943.92	2.00	0.21	0.16
Potri.019G062332.v4.1	Potri.019G062332.2.v4.1	453.00	284.01	0.00	0.00	0.00
Potri.019G062500.v4.1	Potri.019G062500.3.v4.1,Potri.019G062500.4.v4.1,Potri.019G062500.8.v4.1,Potri.019G062500.9.v4.1	2152.91	1983.83	1147.00	56.65	43.98
Potri.019G062600.v4.1	Potri.019G062600.1.v4.1	1306.00	1136.92	258.00	22.23	17.26
Potri.019G062666.v4.1	Potri.019G062666.1.v4.1	852.00	682.92	1.00	0.14	0.11
Potri.019G062732.v4.1	Potri.019G062732.1.v4.1	456.00	287.00	0.00	0.00	0.00
Potri.019G062800.v4.1	Potri.019G062800.4.v4.1,Potri.019G062800.6.v4.1,Potri.019G062800.7.v4.1	1774.42	1605.35	145.00	8.85	6.87
Potri.019G062900.v4.1	Potri.019G062900.1.v4.1	1122.00	952.92	0.00	0.00	0.00
Potri.019G063000.v4.1	Potri.019G063000.1.v4.1	651.00	481.93	0.00	0.00	0.00
Potri.019G063101.v4.1	Potri.019G063101.1.v4.1	2040.00	1870.92	29638.00	1552.08	1204.91
Potri.019G063201.v4.1	Potri.019G063201.1.v4.1	1349.00	1179.92	0.00	0.00	0.00
Potri.019G063300.v4.1	Potri.019G063300.1.v4.1	859.00	689.92	187.00	26.56	20.62
Potri.019G063400.v4.1	Potri.019G063400.1.v4.1	2176.00	2006.92	1.00	0.05	0.04
Potri.019G063500.v4.1	Potri.019G063500.2.v4.1	1894.00	1724.92	891.00	50.61	39.29
Potri.019G063600.v4.1	Potri.019G063600.2.v4.1	1380.00	1210.92	0.00	0.00	0.00
Potri.019G063700.v4.1	Potri.019G063700.1.v4.1	1261.00	1091.92	44.00	3.95	3.06
Potri.019G063800.v4.1	Potri.019G063800.1.v4.1	1322.00	1152.92	78.00	6.63	5.15
Potri.019G063900.v4.1	Potri.019G063900.2.v4.1	1424.00	1254.92	681.00	53.17	41.28
Potri.019G064000.v4.1	Potri.019G064000.10.v4.1,Potri.019G064000.11.v4.1,Potri.019G064000.12.v4.1,Potri.019G064000.13.v4.1,Potri.019G064000.14.v4.1,Potri.019G064000.3.v4.1,Potri.019G064000.7.v4.1,Potri.019G064000.8.v4.1,Potri.019G064000.9.v4.1	3867.60	3698.52	620.00	16.42	12.75
Potri.019G064100.v4.1	Potri.019G064100.1.v4.1,Potri.019G064100.2.v4.1	2839.89	2670.81	167.00	6.13	4.76
Potri.019G064200.v4.1	Potri.019G064200.1.v4.1	2024.00	1854.92	528.00	27.89	21.65
Potri.019G064700.v4.1	Potri.019G064700.2.v4.1	1548.00	1378.92	0.00	0.00	0.00
Potri.019G064800.v4.1	Potri.019G064800.2.v4.1,Potri.019G064800.3.v4.1	942.00	772.94	0.00	0.00	0.00
Potri.019G064900.v4.1	Potri.019G064900.1.v4.1	612.00	442.93	0.00	0.00	0.00
Potri.019G065000.v4.1	Potri.019G065000.1.v4.1	1644.00	1474.92	2.68	0.18	0.14
Potri.019G065100.v4.1	Potri.019G065100.1.v4.1	1580.00	1410.92	31.32	2.17	1.69
Potri.019G065200.v4.1	Potri.019G065200.1.v4.1	1708.00	1538.92	0.00	0.00	0.00
Potri.019G065300.v4.1	Potri.019G065300.1.v4.1,Potri.019G065300.4.v4.1,Potri.019G065300.5.v4.1,Potri.019G065300.6.v4.1,Potri.019G065300.7.v4.1	2144.47	1975.40	94.00	4.66	3.62
Potri.019G065400.v4.1	Potri.019G065400.1.v4.1	1155.00	985.92	195.34	19.41	15.07
Potri.019G065500.v4.1	Potri.019G065500.1.v4.1,Potri.019G065500.2.v4.1	1707.37	1538.30	54.66	3.48	2.70
Potri.019G065700.v4.1	Potri.019G065700.2.v4.1	1407.00	1237.92	538.00	42.58	33.06
Potri.019G065850.v4.1	Potri.019G065850.1.v4.1	1157.00	987.92	0.00	0.00	0.00
Potri.019G066000.v4.1	Potri.019G066000.1.v4.1	1460.00	1290.92	0.00	0.00	0.00
Potri.019G066100.v4.1	Potri.019G066100.1.v4.1,Potri.019G066100.2.v4.1,Potri.019G066100.3.v4.1	980.00	810.92	1.00	0.12	0.09
Potri.019G066200.v4.1	Potri.019G066200.2.v4.1	1724.00	1554.92	44.00	2.77	2.15
Potri.019G066500.v4.1	Potri.019G066500.1.v4.1,Potri.019G066500.4.v4.1,Potri.019G066500.5.v4.1,Potri.019G066500.6.v4.1	3303.01	3133.94	456.00	14.26	11.07
Potri.019G066600.v4.1	Potri.019G066600.2.v4.1	1020.00	850.92	183.00	21.07	16.36
Potri.019G066800.v4.1	Potri.019G066800.1.v4.1	1425.00	1255.92	0.00	0.00	0.00
Potri.019G067000.v4.1	Potri.019G067000.1.v4.1	1182.00	1012.92	0.00	0.00	0.00
Potri.019G067050.v4.1	Potri.019G067050.1.v4.1	1384.00	1214.92	0.00	0.00	0.00
Potri.019G067100.v4.1	Potri.019G067100.1.v4.1	1365.00	1195.92	0.00	0.00	0.00
Potri.019G067133.v4.1	Potri.019G067133.1.v4.1	1182.00	1012.92	0.00	0.00	0.00
Potri.019G067166.v4.1	Potri.019G067166.1.v4.1	1182.00	1012.92	0.00	0.00	0.00
Potri.019G067200.v4.1	Potri.019G067200.1.v4.1	1343.00	1173.92	0.00	0.00	0.00
Potri.019G067300.v4.1	Potri.019G067300.1.v4.1,Potri.019G067300.2.v4.1	1524.50	1355.42	0.00	0.00	0.00
Potri.019G067400.v4.1	Potri.019G067400.1.v4.1	932.00	762.92	0.00	0.00	0.00
Potri.019G067500.v4.1	Potri.019G067500.1.v4.1,Potri.019G067500.2.v4.1,Potri.019G067500.3.v4.1	2490.40	2321.32	65.00	2.74	2.13
Potri.019G067600.v4.1	Potri.019G067600.1.v4.1	1219.00	1049.92	0.00	0.00	0.00
Potri.019G067800.v4.1	Potri.019G067800.1.v4.1	2205.00	2035.92	812.00	39.08	30.34
Potri.019G067900.v4.1	Potri.019G067900.1.v4.1	2312.00	2142.92	8.73	0.40	0.31
Potri.019G068001.v4.1	Potri.019G068001.2.v4.1	2359.00	2189.92	20.09	0.90	0.70
Potri.019G068100.v4.1	Potri.019G068100.1.v4.1	2432.00	2262.92	22.18	0.96	0.75
Potri.019G068200.v4.1	Potri.019G068200.1.v4.1	4026.00	3856.92	42.00	1.07	0.83
Potri.019G068300.v4.1	Potri.019G068300.2.v4.1	3539.00	3369.92	1.00	0.03	0.02
Potri.019G068400.v4.1	Potri.019G068400.1.v4.1,Potri.019G068400.2.v4.1,Potri.019G068400.3.v4.1,Potri.019G068400.4.v4.1	2096.63	1927.56	631.00	32.07	24.90
Potri.019G068500.v4.1	Potri.019G068500.1.v4.1	1118.00	948.92	17.00	1.76	1.36
Potri.019G068700.v4.1	Potri.019G068700.1.v4.1,Potri.019G068700.7.v4.1	3536.00	3366.92	1151.00	33.49	26.00
Potri.019G068802.v4.1	Potri.019G068802.1.v4.1	1178.00	1008.92	0.00	0.00	0.00
Potri.019G068900.v4.1	Potri.019G068900.5.v4.1,Potri.019G068900.7.v4.1	2509.79	2340.71	163.00	6.82	5.30
Potri.019G069000.v4.1	Potri.019G069000.1.v4.1,Potri.019G069000.3.v4.1	988.94	819.87	193.00	23.06	17.91
Potri.019G069200.v4.1	Potri.019G069200.1.v4.1,Potri.019G069200.3.v4.1	4020.50	3851.42	0.00	0.00	0.00
Potri.019G069300.v4.1	Potri.019G069300.1.v4.1	1735.00	1565.92	35.00	2.19	1.70
Potri.019G069500.v4.1	Potri.019G069500.10.v4.1,Potri.019G069500.11.v4.1,Potri.019G069500.12.v4.1,Potri.019G069500.13.v4.1,Potri.019G069500.14.v4.1,Potri.019G069500.15.v4.1,Potri.019G069500.16.v4.1,Potri.019G069500.5.v4.1,Potri.019G069500.6.v4.1,Potri.019G069500.7.v4.1,Potri.019G069500.8.v4.1,Potri.019G069500.9.v4.1	4958.18	4789.10	404.28	8.27	6.42
Potri.019G069600.v4.1	Potri.019G069600.2.v4.1,Potri.019G069600.3.v4.1,Potri.019G069600.4.v4.1	5059.64	4890.56	92.88	1.86	1.44
Potri.019G069733.v4.1	Potri.019G069733.1.v4.1,Potri.019G069733.2.v4.1,Potri.019G069733.3.v4.1,Potri.019G069733.4.v4.1,Potri.019G069733.5.v4.1,Potri.019G069733.6.v4.1	1335.69	1166.61	20.00	1.68	1.30
Potri.019G069866.v4.1	Potri.019G069866.1.v4.1	624.00	454.93	2.00	0.43	0.33
Potri.019G070001.v4.1	Potri.019G070001.2.v4.1	5480.00	5310.92	31.99	0.59	0.46
Potri.019G070102.v4.1	Potri.019G070102.1.v4.1	378.00	209.25	0.00	0.00	0.00
Potri.019G070200.v4.1	Potri.019G070200.2.v4.1	1071.00	901.92	0.00	0.00	0.00
Potri.019G070300.v4.1	Potri.019G070300.2.v4.1,Potri.019G070300.3.v4.1	4361.09	4192.01	156.68	3.66	2.84
Potri.019G070350.v4.1	Potri.019G070350.1.v4.1	2605.00	2435.92	16.68	0.67	0.52
Potri.019G070393.v4.1	Potri.019G070393.1.v4.1	5236.00	5066.92	9.41	0.18	0.14
Potri.019G070436.v4.1	Potri.019G070436.1.v4.1	1538.00	1368.92	0.00	0.00	0.00
Potri.019G070479.v4.1	Potri.019G070479.1.v4.1,Potri.019G070479.2.v4.1	4832.34	4663.26	76.23	1.60	1.24
Potri.019G070522.v4.1	Potri.019G070522.1.v4.1	1481.00	1311.92	0.00	0.00	0.00
Potri.019G070565.v4.1	Potri.019G070565.1.v4.1,Potri.019G070565.2.v4.1	4293.00	4123.92	23.52	0.56	0.43
Potri.019G070608.v4.1	Potri.019G070608.1.v4.1	456.00	287.00	0.00	0.00	0.00
Potri.019G070651.v4.1	Potri.019G070651.1.v4.1	6197.00	6027.92	8.32	0.14	0.11
Potri.019G070700.v4.1	Potri.019G070700.2.v4.1,Potri.019G070700.4.v4.1,Potri.019G070700.5.v4.1,Potri.019G070700.6.v4.1,Potri.019G070700.7.v4.1	4704.00	4534.92	0.00	0.00	0.00
Potri.019G070801.v4.1	Potri.019G070801.1.v4.1	749.00	579.93	41.00	6.93	5.38
Potri.019G070900.v4.1	Potri.019G070900.3.v4.1	1925.00	1755.92	51.00	2.85	2.21
Potri.019G070975.v4.1	Potri.019G070975.1.v4.1	1847.00	1677.92	10859.00	634.07	492.24
Potri.019G071050.v4.1	Potri.019G071050.1.v4.1	625.00	455.93	529.00	113.68	88.25
Potri.019G071125.v4.1	Potri.019G071125.1.v4.1	219.00	57.59	1.00	1.70	1.32
Potri.019G071200.v4.1	Potri.019G071200.2.v4.1,Potri.019G071200.3.v4.1,Potri.019G071200.4.v4.1	1988.91	1819.83	52.00	2.80	2.17
Potri.019G071300.v4.1	Potri.019G071300.1.v4.1	1559.00	1389.92	1772.00	124.91	96.97
Potri.019G071400.v4.1	Potri.019G071400.2.v4.1	3168.00	2998.92	1471.00	48.06	37.31
Potri.019G071600.v4.1	Potri.019G071600.2.v4.1	1899.00	1729.92	2.00	0.11	0.09
Potri.019G071700.v4.1	Potri.019G071700.1.v4.1,Potri.019G071700.2.v4.1	3174.50	3005.42	654.00	21.32	16.55
Potri.019G071800.v4.1	Potri.019G071800.1.v4.1	593.00	423.93	292.00	67.48	52.39
Potri.019G071900.v4.1	Potri.019G071900.1.v4.1	1382.00	1212.92	430.00	34.73	26.96
Potri.019G072300.v4.1	Potri.019G072300.13.v4.1,Potri.019G072300.7.v4.1	3648.11	3479.03	193.00	5.44	4.22
Potri.019G072500.v4.1	Potri.019G072500.1.v4.1,Potri.019G072500.2.v4.1,Potri.019G072500.3.v4.1	2833.92	2664.84	1069.00	39.30	30.51
Potri.019G072700.v4.1	Potri.019G072700.2.v4.1,Potri.019G072700.3.v4.1	2148.33	1979.25	55.00	2.72	2.11
Potri.019G072800.v4.1	Potri.019G072800.1.v4.1	3232.00	3062.92	2292.00	73.32	56.92
Potri.019G072900.v4.1	Potri.019G072900.1.v4.1	1493.00	1323.92	141.00	10.43	8.10
Potri.019G073000.v4.1	Potri.019G073000.1.v4.1,Potri.019G073000.2.v4.1	917.49	748.42	395.00	51.71	40.14
Potri.019G073100.v4.1	Potri.019G073100.1.v4.1	3488.00	3318.92	0.00	0.00	0.00
Potri.019G073200.v4.1	Potri.019G073200.1.v4.1	1059.00	889.92	0.00	0.00	0.00
Potri.019G073300.v4.1	Potri.019G073300.1.v4.1	990.00	820.92	1.00	0.12	0.09
Potri.019G073400.v4.1	Potri.019G073400.1.v4.1	1160.00	990.92	972.45	96.15	74.64
Potri.019G073700.v4.1	Potri.019G073700.1.v4.1,Potri.019G073700.2.v4.1	1180.00	1010.92	2411.32	233.70	181.43
Potri.019G073800.v4.1	Potri.019G073800.1.v4.1	1149.00	979.92	2240.22	223.99	173.88
Potri.019G073801.v4.1	Potri.019G073801.1.v4.1	436.00	267.04	0.00	0.00	0.00
